,pokedex_number,name,german_name,japanese_name,generation,status,type_1,height_m,weight_kg,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_1,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
792,678,Meowstic Female,Psiaugon,ニャオニクス (Nyaonix),6,Normal,Psychic,0.6,8.5,Keen Eye,466,74,48,76,83,81,104,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
793,679,Honedge,Gramokles,ヒトツキ (Hitotsuki),6,Normal,Steel,0.8,2.0,No Guard,325,45,80,100,35,37,28,Medium Fast,Mineral,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
794,680,Doublade,Duokles,ニダンギル (Nidangill),6,Normal,Steel,0.8,4.5,No Guard,448,59,110,150,45,49,35,Medium Fast,Mineral,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
795,681,Aegislash Blade Forme,Durengard,ギルガルド (Gillgard),6,Normal,Steel,1.7,53.0,Stance Change,520,60,150,50,150,50,60,Medium Fast,Mineral,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
796,681,Aegislash Shield Forme,Durengard,ギルガルド (Gillgard),6,Normal,Steel,1.7,53.0,Stance Change,520,60,50,150,50,150,60,Medium Fast,Mineral,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
797,682,Spritzee,Parfi,シュシュプ (Shushupu),6,Normal,Fairy,0.2,0.5,Healer,341,78,52,60,63,65,23,Medium Fast,Fairy,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
798,683,Aromatisse,Parfinesse,フレフワン (Frefuwan),6,Normal,Fairy,0.8,15.5,Healer,462,101,72,72,99,89,29,Medium Fast,Fairy,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
799,684,Swirlix,Flauschling,ペロッパフ (Peroppafu),6,Normal,Fairy,0.4,3.5,Sweet Veil,341,62,48,66,59,57,49,Medium Fast,Fairy,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
800,685,Slurpuff,Sabbaione,ペロリーム (Peroream),6,Normal,Fairy,0.8,5.0,Sweet Veil,480,82,80,86,85,75,72,Medium Fast,Fairy,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
801,686,Inkay,Iscalar,マーイーカ (Maaiika),6,Normal,Dark,0.4,3.5,Contrary,288,53,54,53,37,46,45,Medium Fast,Water 1,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
802,687,Malamar,Calamanero,カラマネロ (Calamanero),6,Normal,Dark,1.5,47.0,Contrary,482,86,92,88,68,75,73,Medium Fast,Water 1,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
803,688,Binacle,Bithora,カメテテ (Kametete),6,Normal,Rock,0.5,31.0,Sniper,306,42,52,67,39,56,50,Medium Fast,Water 3,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804,689,Barbaracle,Thanathora,ガメノデス (Gamenodes),6,Normal,Rock,1.3,96.0,Sniper,500,72,105,115,54,86,68,Medium Fast,Water 3,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805,690,Skrelp,Algitt,クズモー (Kuzumo),6,Normal,Poison,0.5,7.3,Poison Point,320,50,60,60,60,60,30,Medium Fast,Dragon,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
806,691,Dragalge,Tandrak,ドラミドロ (Dramidoro),6,Normal,Poison,1.8,81.5,Poison Point,494,65,75,90,97,123,44,Medium Fast,Dragon,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
807,692,Clauncher,Scampisto,ウデッポウ (Udeppou),6,Normal,Water,0.5,8.3,Mega Launcher,330,50,53,62,58,63,44,Slow,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
808,693,Clawitzer,Wummer,ブロスター (Bloster),6,Normal,Water,1.3,35.3,Mega Launcher,500,71,73,88,120,89,59,Slow,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
809,694,Helioptile,Eguana,エリキテル (Erikiteru),6,Normal,Electric,0.5,6.0,Dry Skin,289,44,38,33,61,43,70,Medium Fast,Dragon,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
810,695,Heliolisk,Elezard,エレザード (Elezard),6,Normal,Electric,1.0,21.0,Dry Skin,481,62,55,52,109,94,109,Medium Fast,Dragon,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
811,696,Tyrunt,Balgoras,チゴラス (Chigoras),6,Normal,Rock,0.8,26.0,Strong Jaw,362,58,89,77,45,45,48,Medium Fast,Dragon,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
812,697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),6,Normal,Rock,2.5,270.0,Strong Jaw,521,82,121,119,69,59,71,Medium Fast,Dragon,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
813,698,Amaura,Amarino,アマルス (Amarus),6,Normal,Rock,1.3,25.2,Refrigerate,362,77,59,50,67,63,46,Medium Fast,Monster,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
814,699,Aurorus,Amagarga,アマルルガ (Amaruruga),6,Normal,Rock,2.7,225.0,Refrigerate,521,123,77,72,99,92,58,Medium Fast,Monster,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
815,700,Sylveon,Feelinara,ニンフィア (Nymphia),6,Normal,Fairy,1.0,23.5,Cute Charm,525,95,65,65,110,130,60,Medium Fast,Field,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
816,701,Hawlucha,Resladero,ルチャブル (Luchabull),6,Normal,Fighting,0.8,21.5,Limber,500,78,92,75,74,63,118,Medium Fast,Flying,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
817,702,Dedenne,Dedenne,デデンネ (Dedenne),6,Normal,Electric,0.2,2.2,Cheek Pouch,431,67,58,57,81,67,101,Medium Fast,Fairy,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
818,703,Carbink,Rocara,メレシー (Melecie),6,Normal,Rock,0.3,5.7,Clear Body,500,50,50,150,50,150,50,Slow,Fairy,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
819,704,Goomy,Viscora,ヌメラ (Numera),6,Normal,Dragon,0.3,2.8,Sap Sipper,300,45,50,35,55,75,40,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
820,705,Sliggoo,Viscargot,ヌメイル (Numeil),6,Normal,Dragon,0.8,17.5,Sap Sipper,452,68,75,53,83,113,60,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
821,706,Goodra,Viscogon,ヌメルゴン (Numelgon),6,Normal,Dragon,2.0,150.5,Sap Sipper,600,90,100,70,110,150,80,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
822,707,Klefki,Clavion,クレッフィ (Cleffy),6,Normal,Steel,0.2,3.0,Prankster,470,57,80,91,80,87,75,Fast,Mineral,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
823,708,Phantump,Paragoni,ボクレー (Bokurei),6,Normal,Ghost,0.4,7.0,Natural Cure,309,43,70,48,50,60,38,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,709,Trevenant,Trombork,オーロット (Ohrot),6,Normal,Ghost,1.5,71.0,Natural Cure,474,85,110,76,65,82,56,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,710,Pumpkaboo Average Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Ghost,0.4,5.0,Pickup,335,49,66,70,44,55,51,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,710,Pumpkaboo Small Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Ghost,0.3,3.5,Pickup,335,44,66,70,44,55,56,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
827,710,Pumpkaboo Large Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Ghost,0.5,7.5,Pickup,335,54,66,70,44,55,46,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
828,710,Pumpkaboo Super Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Ghost,0.8,15.0,Pickup,335,59,66,70,44,55,41,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
829,711,Gourgeist Average Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Ghost,0.9,12.5,Pickup,494,65,90,122,58,75,84,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
830,711,Gourgeist Small Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Ghost,0.7,9.5,Pickup,494,55,85,122,58,75,99,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
831,711,Gourgeist Large Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Ghost,1.1,14.0,Pickup,494,75,95,122,58,75,69,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
832,711,Gourgeist Super Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Ghost,1.7,39.0,Pickup,494,85,100,122,58,75,54,Medium Fast,Amorphous,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
833,712,Bergmite,Arktip,カチコール (Kachikohru),6,Normal,Ice,1.0,99.5,Own Tempo,304,55,69,85,32,35,28,Medium Fast,Mineral,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
834,713,Avalugg,Arktilas,クレベース (Crebase),6,Normal,Ice,2.0,505.0,Own Tempo,514,95,117,184,44,46,28,Medium Fast,Mineral,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
835,714,Noibat,eF-eM,オンバット (Onbat),6,Normal,Flying,0.5,8.0,Frisk,245,40,30,35,45,40,55,Medium Fast,Dragon,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
836,715,Noivern,UHaFnir,オンバーン (Onvern),6,Normal,Flying,1.5,85.0,Frisk,535,85,70,80,97,80,123,Medium Fast,Dragon,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
837,716,Xerneas,Xerneas,ゼルネアス (Xerneas),6,Legendary,Fairy,3.0,215.0,Fairy Aura,680,126,131,95,131,98,99,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
838,717,Yveltal,Yveltal,イベルタル (Yveltal),6,Legendary,Dark,5.8,203.0,Dark Aura,680,126,131,95,131,98,99,Slow,Undiscovered,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
839,718,Zygarde 50% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Dragon,5.0,305.0,Aura Break,600,108,100,121,81,95,95,Slow,Undiscovered,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
840,718,Zygarde 10% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Dragon,1.2,33.5,Aura Break,486,54,100,71,61,85,115,Slow,Undiscovered,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
841,718,Zygarde Complete Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Dragon,4.5,610.0,Power Construct,708,216,100,121,91,95,85,Slow,Undiscovered,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
842,719,Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Rock,0.7,8.8,Clear Body,600,50,100,150,100,150,50,Slow,Undiscovered,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
843,719,Mega Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Rock,1.1,27.8,Magic Bounce,700,50,160,110,160,110,110,Slow,Undiscovered,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
844,720,Hoopa Hoopa Confined,Hoopa,フーパ (Hoopa),6,Mythical,Psychic,0.5,9.0,Magician,600,80,110,60,150,130,70,Slow,Undiscovered,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
845,720,Hoopa Hoopa Unbound,Hoopa,フーパ (Hoopa),6,Mythical,Psychic,6.5,490.0,Magician,680,80,160,60,170,130,80,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
846,721,Volcanion,Volcanion,ボルケニオン (Volcanion),6,Mythical,Fire,1.7,195.0,Water Absorb,600,80,110,120,130,90,70,Slow,Undiscovered,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
847,722,Rowlet,Bauz,モクロー (Mokuroh),7,Normal,Grass,0.3,1.5,Overgrow,320,68,55,55,50,50,42,Medium Slow,Flying,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
848,723,Dartrix,Arboretoss,フクスロー (Fukuthrow),7,Normal,Grass,0.7,16.0,Overgrow,420,78,75,75,70,70,52,Medium Slow,Flying,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
849,724,Decidueye,Silvarro,ジュナイパー (Junaiper),7,Normal,Grass,1.6,36.6,Overgrow,530,78,107,75,100,100,70,Medium Slow,Flying,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
850,725,Litten,Flamiau,ニャビー (Nyabby),7,Normal,Fire,0.4,4.3,Blaze,320,45,65,40,60,40,70,Medium Slow,Field,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
851,726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire,0.7,25.0,Blaze,420,65,85,50,80,50,90,Medium Slow,Field,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
852,727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Fire,1.8,83.0,Blaze,530,95,115,90,80,90,60,Medium Slow,Field,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
853,728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Water,0.4,7.5,Torrent,320,50,54,54,66,56,40,Medium Slow,Field,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
854,729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Water,0.6,17.5,Torrent,420,60,69,69,91,81,50,Medium Slow,Field,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
855,730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Water,1.8,44.0,Torrent,530,80,74,74,126,116,60,Medium Slow,Field,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
856,731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Normal,0.3,1.2,Keen Eye,265,35,75,30,30,30,65,Medium Fast,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
857,732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Normal,0.6,14.8,Keen Eye,355,55,85,50,40,50,75,Medium Fast,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
858,733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Normal,1.1,26.0,Keen Eye,485,80,120,75,75,75,60,Medium Fast,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
859,734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Normal,0.4,6.0,Strong Jaw,253,48,70,30,30,30,45,Medium Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
860,735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Normal,0.7,14.2,Strong Jaw,418,88,110,60,55,60,45,Medium Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
861,736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Bug,0.4,4.4,Swarm,300,47,62,45,55,45,46,Medium Fast,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
862,737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Bug,0.5,10.5,Battery,400,57,82,95,55,75,36,Medium Fast,Bug,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
863,738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Bug,1.5,45.0,Levitate,500,77,70,90,145,75,43,Medium Fast,Bug,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
864,739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Fighting,0.6,7.0,Hyper Cutter,338,47,82,57,42,47,63,Medium Fast,Water 3,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
865,740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Fighting,1.7,180.0,Hyper Cutter,478,97,132,77,62,67,43,Medium Fast,Water 3,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
866,741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Fire,0.6,3.4,Dancer,476,75,70,70,98,70,93,Medium Fast,Flying,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
867,741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Electric,0.6,3.4,Dancer,476,75,70,70,98,70,93,Medium Fast,Flying,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
868,741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Psychic,0.6,3.4,Dancer,476,75,70,70,98,70,93,Medium Fast,Flying,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
869,741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Ghost,0.6,3.4,Dancer,476,75,70,70,98,70,93,Medium Fast,Flying,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
870,742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bug,0.1,0.2,Honey Gather,304,40,45,40,55,40,84,Medium Fast,Bug,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
871,743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bug,0.2,0.5,Honey Gather,464,60,55,60,95,70,124,Medium Fast,Bug,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
872,744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Rock,0.5,9.2,Keen Eye,280,45,65,40,30,40,60,Medium Fast,Field,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
873,744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Rock,0.5,9.2,Own Tempo,280,45,65,40,30,40,60,Medium Fast,Field,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
874,745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Rock,0.8,25.0,Keen Eye,487,75,115,65,55,65,112,Medium Fast,Field,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
875,745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Rock,1.1,25.0,Keen Eye,487,85,115,75,55,75,82,Medium Fast,Field,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
876,745,Lycanroc Dusk Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Rock,0.8,25.0,Tough Claws,487,75,117,65,55,65,110,Medium Fast,Field,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
877,746,Wishiwashi Solo Form,Lusardin,ヨワシ (Yowashi),7,Normal,Water,0.2,0.3,Schooling,175,45,20,20,25,25,40,Fast,Water 2,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
878,746,Wishiwashi School Form,Lusardin,ヨワシ (Yowashi),7,Normal,Water,8.2,78.6,Schooling,620,45,140,130,140,135,30,Fast,Water 2,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
879,747,Mareanie,Garstella,ヒドイデ (Hidoide),7,Normal,Poison,0.4,8.0,Merciless,305,50,53,62,43,52,45,Medium Fast,Water 1,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
