"pokemon_id","pokemon_number","pokemon_name","german_name","generation","status","pokemon_type","height_m","weight_kg","ability","total_points","hp","attack","defense","sp_attack","sp_defense","speed","growth_rate","egg_type","egg_cycles","against_normal","against_fire","against_water","against_electric","against_grass","against_ice","against_fight","against_poison","against_ground","against_flying","against_psychic","against_bug","against_rock","against_ghost","agains_dragon","against_dark","against_steel","against_fairy"
364,303,"Mega Mawile","Flunkifer",3,"Normal","Steel",1,23.5,"Huge Power",480,50,105,125,55,95,50,"Fast","Fairy",20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
365,304,"Aron","Stollunior",3,"Normal","Steel",0.4,60,"Sturdy",330,50,70,100,40,40,30,"Slow","Monster",35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
366,305,"Lairon","Stollrak",3,"Normal","Steel",0.9,120,"Sturdy",430,60,90,140,50,50,40,"Slow","Monster",35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
367,306,"Aggron","Stolloss",3,"Normal","Steel",2.1,360,"Sturdy",530,70,110,180,60,60,50,"Slow","Monster",35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
368,306,"Mega Aggron","Stolloss",3,"Normal","Steel",2.2,395,"Filter",630,70,140,230,60,80,50,"Slow","Monster",35,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
369,307,"Meditite","Meditie",3,"Normal","Fighting",0.6,11.2,"Pure Power",280,30,40,55,40,55,60,"Medium Fast","Human-Like",20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
370,308,"Medicham","Meditalis",3,"Normal","Fighting",1.3,31.5,"Pure Power",410,60,60,75,60,75,80,"Medium Fast","Human-Like",20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
371,308,"Mega Medicham","Meditalis",3,"Normal","Fighting",1.3,31.5,"Pure Power",510,60,100,85,80,85,100,"Medium Fast","Human-Like",20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
372,309,"Electrike","Frizelbliz",3,"Normal","Electric",0.6,15.2,"Static",295,40,45,40,65,40,65,"Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
373,310,"Manectric","Voltenso",3,"Normal","Electric",1.5,40.2,"Static",475,70,75,60,105,60,105,"Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
374,310,"Mega Manectric","Voltenso",3,"Normal","Electric",1.8,44,"Intimidate",575,70,75,80,135,80,135,"Slow","Field",20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
375,311,"Plusle","Plusle",3,"Normal","Electric",0.4,4.2,"Plus",405,60,50,40,85,75,95,"Medium Fast","Fairy",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
376,312,"Minun","Minun",3,"Normal","Electric",0.4,4.2,"Minus",405,60,40,50,75,85,95,"Medium Fast","Fairy",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
377,313,"Volbeat","Volbeat",3,"Normal","Bug",0.7,17.7,"Illuminate",430,65,73,75,47,85,85,"Erratic","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
378,314,"Illumise","Illumise",3,"Normal","Bug",0.6,17.7,"Oblivious",430,65,47,75,73,85,85,"Fluctuating","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
379,315,"Roselia","Roselia",3,"Normal","Grass",0.3,2,"Natural Cure",400,50,60,45,100,80,65,"Medium Slow","Fairy",20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
380,316,"Gulpin","Schluppuck",3,"Normal","Poison",0.4,10.3,"Liquid Ooze",302,70,43,53,43,53,40,"Fluctuating","Amorphous",20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
381,317,"Swalot","Schlukwech",3,"Normal","Poison",1.7,80,"Liquid Ooze",467,100,73,83,73,83,55,"Fluctuating","Amorphous",20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
382,318,"Carvanha","Kanivanha",3,"Normal","Water",0.8,20.8,"Rough Skin",305,45,90,20,65,20,65,"Slow","Water 2",20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
383,319,"Sharpedo","Tohaido",3,"Normal","Water",1.8,88.8,"Rough Skin",460,70,120,40,95,40,95,"Slow","Water 2",20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
384,319,"Mega Sharpedo","Tohaido",3,"Normal","Water",2.5,130.3,"Strong Jaw",560,70,140,70,110,65,105,"Slow","Water 2",20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
385,320,"Wailmer","Wailmer",3,"Normal","Water",2,130,"Water Veil",400,130,70,35,70,35,60,"Fluctuating","Field",40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
386,321,"Wailord","Wailord",3,"Normal","Water",14.5,398,"Water Veil",500,170,90,45,90,45,60,"Fluctuating","Field",40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
387,322,"Numel","Camaub",3,"Normal","Fire",0.7,24,"Oblivious",305,60,60,40,65,45,35,"Medium Fast","Field",20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
388,323,"Camerupt","Camerupt",3,"Normal","Fire",1.9,220,"Magma Armor",460,70,100,70,105,75,40,"Medium Fast","Field",20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
389,323,"Mega Camerupt","Camerupt",3,"Normal","Fire",2.5,320.5,"Sheer Force",560,70,120,100,145,105,20,"Medium Fast","Field",20,1,0.5,3,0,1,1,1,0.5,1.5,1,1,0.5,1,1,1,1,0.5,0.5
390,324,"Torkoal","Qurtel",3,"Normal","Fire",0.5,80.4,"White Smoke",470,70,85,140,85,70,20,"Medium Fast","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
391,325,"Spoink","Spoink",3,"Normal","Psychic",0.7,30.6,"Thick Fat",330,60,25,35,70,80,60,"Fast","Field",20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
392,326,"Grumpig","Groink",3,"Normal","Psychic",0.9,71.5,"Thick Fat",470,80,45,65,90,110,80,"Fast","Field",20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
393,327,"Spinda","Pandir",3,"Normal","Normal",1.1,5,"Own Tempo",360,60,60,60,60,60,60,"Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
394,328,"Trapinch","Knacklion",3,"Normal","Ground",0.7,15,"Hyper Cutter",290,45,100,45,45,45,10,"Medium Slow","Bug",20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
395,329,"Vibrava","Vibrava",3,"Normal","Ground",1.1,15.3,"Levitate",340,50,70,50,50,50,70,"Medium Slow","Bug",20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
396,330,"Flygon","Libelldra",3,"Normal","Ground",2,82,"Levitate",520,80,100,80,80,80,100,"Medium Slow","Bug",20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
397,331,"Cacnea","Tuska",3,"Normal","Grass",0.4,51.3,"Sand Veil",335,50,85,40,85,40,35,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
398,332,"Cacturne","Noktuska",3,"Normal","Grass",1.3,77.4,"Sand Veil",475,70,115,60,115,60,55,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
399,333,"Swablu","Wablu",3,"Normal","Normal",0.4,1.2,"Natural Cure",310,45,40,60,40,75,50,"Erratic","Dragon",20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
400,334,"Altaria","Altaria",3,"Normal","Dragon",1.1,20.6,"Natural Cure",490,75,70,90,70,105,80,"Erratic","Dragon",20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
401,334,"Mega Altaria","Altaria",3,"Normal","Dragon",1.5,20.6,"Pixilate",590,75,110,110,110,105,80,"Erratic","Dragon",20,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
402,335,"Zangoose","Sengo",3,"Normal","Normal",1.3,40.3,"Immunity",458,73,115,60,60,60,90,"Erratic","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
403,336,"Seviper","Vipitis",3,"Normal","Poison",2.7,52.5,"Shed Skin",458,73,100,60,100,60,65,"Fluctuating","Dragon",20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
404,337,"Lunatone","Lunastein",3,"Normal","Rock",1,168,"Levitate",460,90,55,65,95,85,70,"Fast","Mineral",25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
405,338,"Solrock","Sonnfel",3,"Normal","Rock",1.2,154,"Levitate",460,90,95,85,55,65,70,"Fast","Mineral",25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
406,339,"Barboach","Schmerbe",3,"Normal","Water",0.4,1.9,"Oblivious",288,50,48,43,46,41,60,"Medium Fast","Water 2",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
407,340,"Whiscash","Welsar",3,"Normal","Water",0.9,23.6,"Oblivious",468,110,78,73,76,71,60,"Medium Fast","Water 2",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
408,341,"Corphish","Krebscorps",3,"Normal","Water",0.6,11.5,"Hyper Cutter",308,43,80,65,50,35,35,"Fluctuating","Water 1",15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
409,342,"Crawdaunt","Krebutack",3,"Normal","Water",1.1,32.8,"Hyper Cutter",468,63,120,85,90,55,55,"Fluctuating","Water 1",15,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
410,343,"Baltoy","Puppance",3,"Normal","Ground",0.5,21.5,"Levitate",300,40,40,55,40,70,55,"Medium Fast","Mineral",20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
411,344,"Claydol","Lepumentas",3,"Normal","Ground",1.5,108,"Levitate",500,60,70,105,70,120,75,"Medium Fast","Mineral",20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
412,345,"Lileep","Liliep",3,"Normal","Rock",1,23.8,"Suction Cups",355,66,41,77,61,87,23,"Erratic","Water 3",30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
413,346,"Cradily","Wielie",3,"Normal","Rock",1.5,60.4,"Suction Cups",495,86,81,97,81,107,43,"Erratic","Water 3",30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
414,347,"Anorith","Anorith",3,"Normal","Rock",0.7,12.5,"Battle Armor",355,45,95,50,40,50,75,"Erratic","Water 3",30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
415,348,"Armaldo","Armaldo",3,"Normal","Rock",1.5,68.2,"Battle Armor",495,75,125,100,70,80,45,"Erratic","Water 3",30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
416,349,"Feebas","Barschwa",3,"Normal","Water",0.6,7.4,"Swift Swim",200,20,15,20,10,55,80,"Erratic","Dragon",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
417,350,"Milotic","Milotic",3,"Normal","Water",6.2,162,"Marvel Scale",540,95,60,79,100,125,81,"Erratic","Dragon",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
418,351,"Castform","Formeo",3,"Normal","Normal",0.3,0.8,"Forecast",420,70,70,70,70,70,70,"Medium Fast","Amorphous",25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
419,351,"Castform Sunny Form","Formeo",3,"Normal","Fire",0.3,0.8,"Forecast",420,70,70,70,70,70,70,"Medium Fast","Amorphous",25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
420,351,"Castform Rainy Form","Formeo",3,"Normal","Water",0.3,0.8,"Forecast",420,70,70,70,70,70,70,"Medium Fast","Amorphous",25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
421,351,"Castform Snowy Form","Formeo",3,"Normal","Ice",0.3,0.8,"Forecast",420,70,70,70,70,70,70,"Medium Fast","Amorphous",25,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
422,352,"Kecleon","Kecleon",3,"Normal","Normal",1,22,"Color Change",440,60,90,70,60,120,40,"Medium Slow","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
423,353,"Shuppet","Shuppet",3,"Normal","Ghost",0.6,2.3,"Insomnia",295,44,75,35,63,33,45,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
424,354,"Banette","Banette",3,"Normal","Ghost",1.1,12.5,"Insomnia",455,64,115,65,83,63,65,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
425,354,"Mega Banette","Banette",3,"Normal","Ghost",1.2,13,"Prankster",555,64,165,75,93,83,75,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
426,355,"Duskull","Zwirrlicht",3,"Normal","Ghost",0.8,15,"Levitate",295,20,40,90,30,90,25,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
427,356,"Dusclops","Zwirrklop",3,"Normal","Ghost",1.6,30.6,"Pressure",455,40,70,130,60,130,25,"Fast","Amorphous",25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
428,357,"Tropius","Tropius",3,"Normal","Grass",2,100,"Chlorophyll",460,99,68,83,72,87,51,"Slow","Grass",25,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
429,358,"Chimecho","Palimpalim",3,"Normal","Psychic",0.6,1,"Levitate",455,75,50,80,95,90,65,"Fast","Amorphous",25,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
430,359,"Absol","Absol",3,"Normal","Dark",1.2,47,"Pressure",465,65,130,60,75,60,75,"Medium Slow","Field",25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
431,359,"Mega Absol","Absol",3,"Normal","Dark",1.2,49,"Magic Bounce",565,65,150,60,115,60,115,"Medium Slow","Field",25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
432,360,"Wynaut","Isso",3,"Normal","Psychic",0.6,14,"Shadow Tag",260,95,23,48,23,48,23,"Medium Fast","Undiscovered",20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
433,361,"Snorunt","Schneppke",3,"Normal","Ice",0.7,16.8,"Inner Focus",300,50,50,50,50,50,50,"Medium Fast","Fairy",20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
434,362,"Glalie","Firnontor",3,"Normal","Ice",1.5,256.5,"Inner Focus",480,80,80,80,80,80,80,"Medium Fast","Fairy",20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
435,362,"Mega Glalie","Firnontor",3,"Normal","Ice",2.1,350.2,"Refrigerate",580,80,120,80,120,80,100,"Medium Fast","Fairy",20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
436,363,"Spheal","Seemops",3,"Normal","Ice",0.8,39.5,"Thick Fat",290,70,40,50,55,50,25,"Medium Slow","Field",20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
437,364,"Sealeo","Seejong",3,"Normal","Ice",1.1,87.6,"Thick Fat",410,90,60,70,75,70,45,"Medium Slow","Field",20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
438,365,"Walrein","Walraisa",3,"Normal","Ice",1.4,150.6,"Thick Fat",530,110,80,90,95,90,65,"Medium Slow","Field",20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
439,366,"Clamperl","Perlu",3,"Normal","Water",0.4,52.5,"Shell Armor",345,35,64,85,74,55,32,"Erratic","Water 1",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
440,367,"Huntail","Aalabyss",3,"Normal","Water",1.7,27,"Swift Swim",485,55,104,105,94,75,52,"Erratic","Water 1",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
441,368,"Gorebyss","Saganabyss",3,"Normal","Water",1.8,22.6,"Swift Swim",485,55,84,105,114,75,52,"Erratic","Water 1",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
442,369,"Relicanth","Relicanth",3,"Normal","Water",1,23.4,"Swift Swim",485,100,90,130,45,65,55,"Slow","Water 1",40,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
443,370,"Luvdisc","Liebiskus",3,"Normal","Water",0.6,8.7,"Swift Swim",330,43,30,55,40,65,97,"Fast","Water 2",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
444,371,"Bagon","Kindwurm",3,"Normal","Dragon",0.6,42.1,"Rock Head",300,45,75,60,40,30,50,"Slow","Dragon",40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
445,372,"Shelgon","Draschel",3,"Normal","Dragon",1.1,110.5,"Rock Head",420,65,95,100,60,50,50,"Slow","Dragon",40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
446,373,"Salamence","Brutalanda",3,"Normal","Dragon",1.5,102.6,"Intimidate",600,95,135,80,110,80,100,"Slow","Dragon",40,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
447,373,"Mega Salamence","Brutalanda",3,"Normal","Dragon",1.8,112.6,"Aerilate",700,95,145,130,120,90,120,"Slow","Dragon",40,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
448,374,"Beldum","Tanhel",3,"Normal","Steel",0.6,95.2,"Clear Body",300,40,55,80,35,60,30,"Slow","Mineral",40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
449,375,"Metang","Metang",3,"Normal","Steel",1.2,202.5,"Clear Body",420,60,75,100,55,80,50,"Slow","Mineral",40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
450,376,"Metagross","Metagross",3,"Normal","Steel",1.6,550,"Clear Body",600,80,135,130,95,90,70,"Slow","Mineral",40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
451,376,"Mega Metagross","Metagross",3,"Normal","Steel",2.5,942.9,"Tough Claws",700,80,145,150,105,110,110,"Slow","Mineral",40,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
452,377,"Regirock","Regirock",3,"Sub Legendary","Rock",1.7,230,"Clear Body",580,80,100,200,50,100,50,"Slow","Undiscovered",80,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
453,378,"Regice","Regice",3,"Sub Legendary","Ice",1.8,175,"Clear Body",580,80,50,100,100,200,50,"Slow","Undiscovered",80,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
454,379,"Registeel","Registeel",3,"Sub Legendary","Steel",1.9,205,"Clear Body",580,80,75,150,75,150,50,"Slow","Undiscovered",80,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
455,380,"Latias","Latias",3,"Sub Legendary","Dragon",1.4,40,"Levitate",600,80,80,90,110,130,110,"Slow","Undiscovered",120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
456,380,"Mega Latias","Latias",3,"Sub Legendary","Dragon",1.8,52,"Levitate",700,80,100,120,140,150,110,"Slow","Undiscovered",120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
457,381,"Latios","Latios",3,"Sub Legendary","Dragon",2,60,"Levitate",600,80,90,80,130,110,110,"Slow","Undiscovered",120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
458,381,"Mega Latios","Latios",3,"Sub Legendary","Dragon",2.3,70,"Levitate",700,80,130,100,160,120,110,"Slow","Undiscovered",120,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
459,382,"Kyogre","Kyogre",3,"Legendary","Water",4.5,352,"Drizzle",670,100,100,90,150,140,90,"Slow","Undiscovered",120,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
460,382,"Primal Kyogre","Kyogre",3,"Legendary","Water",9.8,430,"Primordial Sea",770,100,150,90,180,160,90,"Slow","Undiscovered",120,1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
461,383,"Groudon","Groudon",3,"Legendary","Ground",3.5,950,"Drought",670,100,150,140,100,90,90,"Slow","Undiscovered",120,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
462,383,"Primal Groudon","Groudon",3,"Legendary","Ground",5,999.7,"Desolate Land",770,100,180,160,150,90,90,"Slow","Undiscovered",120,1,0.5,0,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
463,384,"Rayquaza","Rayquaza",3,"Legendary","Dragon",7,206.5,"Air Lock",680,105,150,90,150,90,95,"Slow","Undiscovered",120,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
464,384,"Mega Rayquaza","Rayquaza",3,"Legendary","Dragon",10.8,392,"Delta Stream",780,105,180,100,180,100,115,"Slow","Undiscovered",120,1,0.5,0.5,0.5,0.25,2,0.5,1,0,1,1,0.5,1,1,2,1,1,2
465,385,"Jirachi","Jirachi",3,"Mythical","Steel",0.3,1.1,"Serene Grace",600,100,100,100,100,100,100,"Slow","Undiscovered",120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
466,386,"Deoxys Normal Forme","Deoxys",3,"Mythical","Psychic",1.7,60.8,"Pressure",600,50,150,50,150,50,150,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
467,386,"Deoxys Attack Forme","Deoxys",3,"Mythical","Psychic",1.7,60.8,"Pressure",600,50,180,20,180,20,150,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
468,386,"Deoxys Defense Forme","Deoxys",3,"Mythical","Psychic",1.7,60.8,"Pressure",600,50,70,160,70,160,90,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
469,386,"Deoxys Speed Forme","Deoxys",3,"Mythical","Psychic",1.7,60.8,"Pressure",600,50,95,90,95,90,180,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
470,387,"Turtwig","Chelast",4,"Normal","Grass",0.4,10.2,"Overgrow",318,55,68,64,45,55,31,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
471,388,"Grotle","Chelcarain",4,"Normal","Grass",1.1,97,"Overgrow",405,75,89,85,55,65,36,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
472,389,"Torterra","Chelterrar",4,"Normal","Grass",2.2,310,"Overgrow",525,95,109,105,75,85,56,"Medium Slow","Grass",20,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
473,390,"Chimchar","Panflam",4,"Normal","Fire",0.5,6.2,"Blaze",309,44,58,44,58,44,61,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
474,391,"Monferno","Panpyro",4,"Normal","Fire",0.9,22,"Blaze",405,64,78,52,78,52,81,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
475,392,"Infernape","Panferno",4,"Normal","Fire",1.2,55,"Blaze",534,76,104,71,104,71,108,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
476,393,"Piplup","Plinfa",4,"Normal","Water",0.4,5.2,"Torrent",314,53,51,53,61,56,40,"Medium Slow","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
477,394,"Prinplup","Pliprin",4,"Normal","Water",0.8,23,"Torrent",405,64,66,68,81,76,50,"Medium Slow","Field",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
478,395,"Empoleon","Impoleon",4,"Normal","Water",1.7,84.5,"Torrent",530,84,86,88,111,101,60,"Medium Slow","Field",20,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5
479,396,"Starly","Staralili",4,"Normal","Normal",0.3,2,"Keen Eye",245,40,55,30,30,30,60,"Medium Slow","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
480,397,"Staravia","Staravia",4,"Normal","Normal",0.6,15.5,"Intimidate",340,55,75,50,40,40,80,"Medium Slow","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
481,398,"Staraptor","Staraptor",4,"Normal","Normal",1.2,24.9,"Intimidate",485,85,120,70,50,60,100,"Medium Slow","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
482,399,"Bidoof","Bidiza",4,"Normal","Normal",0.5,20,"Simple",250,59,45,40,35,40,31,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
483,400,"Bibarel","Bidifas",4,"Normal","Normal",1,31.5,"Simple",410,79,85,60,55,60,71,"Medium Fast","Field",15,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1
484,401,"Kricketot","Zirpurze",4,"Normal","Bug",0.3,2.2,"Shed Skin",194,37,25,41,25,41,25,"Medium Slow","Bug",15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
